Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries,ser_es,ser_evidencia,serie_propuesta,temporada,episodio
OTTera.tv,Mexico,amber the ambulance season 1,124480,tt7818362,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,amber the ambulance,1,
iion Pty Ltd,Colombia,amor bajo la luz de la luna,122400,,,,,,Not Available,serie,intra_titulo,Amor Bajo la Luz de la Luna,,
iion Pty Ltd,Colombia,forest frenzy of boonie bears season 3,122400,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,3,
iion Pty Ltd,Colombia,forest frenzy of boonie bears season 1,121760,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,1,
OTTera.tv,Argentina,plant center,121440,,,,,,Not Available,serie,intra_titulo,Plant Center,,
TCL ADS - Springserve,Argentina,grudge race,121280,tt6291472,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge race,,
TCL ADs (APAC),Peru,kelsi davies: season 1,121120,,,,,,Not Available,serie,titulo,kelsi davies,1,
TCL ADs (APAC),Chile,american hidden story season 1,119040,,,,,,Not Available,serie,titulo,american hidden story,1,
TCL ADs (APAC),Mexico,e2. 'illegal' medicines,115680,,,,,,Not Available,serie,titulo,'illegal' medicines,,2
iion Pty Ltd,Chile,just us,115520,tt0305713,tvSeries,Family,B,,Not Available,serie,imdb,just us,,
TCL ADS - Springserve,Chile,malcolm in the middle,114880,tt0212671,tvSeries,"Comedy,Drama,Family",A,,Not Available,serie,imdb,malcolm in the middle,,
TCL ADS - Springserve,Mexico,something scary season 1,113200,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,1,
iion Pty Ltd,Peru,caronte,112960,tt9204142,tvSeries,"Action,Adventure,Crime",B,,Not Available,serie,imdb,caronte,,
TCL ADS - Springserve,Mexico,st. urbain's horseman,112560,tt0830165,tvMiniSeries,Drama,A,,Not Available,serie,imdb,st. urbain's horseman,,
TCL ADS - Springserve,Argentina,crime patrol dial 100,111360,tt5938958,tvSeries,"Crime,Mystery",B,,Not Available,serie,imdb,crime patrol dial 100,,
Select Plus PTE LTD (CTV),Ecuador,northwest passage: trailer,109600,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
TCL ADs (APAC),Chile,día cero,109120,tt23872886,tvMiniSeries,"Drama,Thriller",B,,Not Available,serie,imdb,día cero,,
OTTera.tv,Costa Rica,supermix,108320,tt0181266,tvSeries,"Action,Adventure,Animation",A,"comedia,fantasia,infantil-familia",Not Available,serie,imdb,supermix,,
iion Pty Ltd,Mexico,carl the super truck season 2,108000,tt7818360,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,carl the super truck,2,
Select Plus PTE LTD (CTV),Colombia,super car (english) season 1,107520,,,,,,Not Available,serie,titulo,super car (english),1,
Select Plus PTE LTD (CTV),Argentina,howzzattt- cricket miracles season 1,106240,,,,,,Not Available,serie,titulo,howzzattt- cricket miracles,1,
OTTera.tv,Argentina,tougen anki,106080,tt32344704,tvSeries,"Action,Animation,Fantasy",A,,Not Available,serie,imdb,tougen anki,,
OTTera.tv,Mexico,just us,105920,tt0305713,tvSeries,Family,B,,Not Available,serie,imdb,just us,,
iion Pty Ltd,Colombia,tight rope,105280,tt4236948,tvMiniSeries,"Action,Animation,Comedy",B,,Not Available,serie,imdb,tight rope,,
Select Plus PTE LTD (CTV),Argentina,container masters,104640,tt10257240,tvSeries,Reality-TV,A,,Not Available,serie,imdb,container masters,,
OTTera.tv,El Salvador,cain (part 1),104160,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
iion Pty Ltd,Mexico,tom's paint shop season 1,103200,,,,,,Not Available,serie,titulo,tom's paint shop,1,
OTTera.tv,Costa Rica,cain (part 3),101280,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
OTTera.tv,Colombia,rose garden,100480,tt0076172,movie,"Drama,Fantasy",D,,Not Available,serie,intra_titulo,Rose Garden,,
OTTera.tv,Uruguay,the sandman: season 2 - official date announcement teaser trailer,99520,tt1751634,tvSeries,"Drama,Fantasy,Horror",D,,Not Available,serie,titulo,the sandman,2,
iion Pty Ltd,Colombia,melody,99520,tt25437934,tvSeries,"Comedy,Drama,Musical",B,,Not Available,serie,imdb,melody,,
iion Pty Ltd,Mexico,shark academy stories season 1,98080,,,,,,Not Available,serie,titulo,shark academy stories,1,
iion Pty Ltd,Mexico,saari season 1,97440,tt0080934,movie,"Action,Adventure,Drama",D,,Not Available,serie,titulo,saari,1,
TCL ADs (APAC),Colombia,chicken stew season 4,97280,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,4,
TCL ADS - Springserve,Argentina,kaun banega crorepati,97200,tt0250875,tvSeries,Game-Show,A,,Not Available,serie,imdb,kaun banega crorepati,,
Select Plus PTE LTD (CTV),Chile,robocar poli,96000,tt4763642,tvSeries,"Adventure,Animation,Comedy",B,,Not Available,serie,imdb,robocar poli,,
TCL ADs (APAC),Argentina,naruto shippuden temporada 2,95760,tt0988824,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,titulo,naruto shippuden,2,
"VGI CTV, Inc APAC",Mexico,cadenas de amargura,95520,tt0215397,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,cadenas de amargura,,
Vidaa,Colombia,rebelde,94800,tt14153686,tvSeries,"Comedy,Drama,Music",B,infantil-familia,Not Available,serie,imdb,rebelde,,
OTTera.tv,Dominican Republic,cain (part 2),94720,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
OTTera.tv,Uruguay,cat & keet  season 1,94080,tt6443326,tvSeries,Animation,C,,Not Available,serie,titulo,cat & keet,1,
Televisa Univision via SpringServe,Mexico,una familia de diez,91680,tt0996011,tvSeries,"Comedy,Family,Romance",A,,Not Available,serie,imdb,una familia de diez,,
OTTera.tv,El Salvador,st. urbain's horseman,91680,tt0830165,tvMiniSeries,Drama,A,,Not Available,serie,imdb,st. urbain's horseman,,
iion Pty Ltd,Peru,super abby season 1,91520,,,,,,Not Available,serie,titulo,super abby,1,
iion Pty Ltd,Peru,drive thru history season 4,90960,tt1281983,tvSeries,"Documentary,Family,History",A,,Not Available,serie,titulo,drive thru history,4,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,jajaja,90720,tt1452626,movie,"Comedy,Drama,Romance",A,,Not Available,serie,intra_titulo,JAJAJA,,
Select Plus PTE LTD (CTV),Colombia,chicken stew season 2,90560,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,2,
METAX SOFTWARE PTE. LTD. (Exchange),Colombia,breathe,89600,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
TCL ADs (APAC),Colombia,overwatch 2 - official season 16: stadium trailer,89600,,,,,,Not Available,serie,titulo,overwatch 2 - official,16,
iion Pty Ltd,Argentina,babybus canciones infantiles - temporada 3,89120,,,,,,Not Available,serie,titulo,babybus canciones infantiles,3,
OTTera.tv,El Salvador,chicken stew season 3,88960,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,3,
Televisa Univision via SpringServe,Argentina,para volver a amar,88800,tt1699171,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,para volver a amar,,
iion Pty Ltd,Argentina,supermix,88480,tt0181266,tvSeries,"Action,Adventure,Animation",A,"comedia,fantasia,infantil-familia",Not Available,serie,imdb,supermix,,
Select Plus PTE LTD (CTV),Ecuador,st.%20urbain%27s%20horseman,88320,tt0830165,tvMiniSeries,Drama,A,,Not Available,serie,imdb,st.%20urbain%27s%20horseman,,
Select Plus PTE LTD (CTV),Peru,continuum,87680,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
OTTera.tv,Mexico,the baddest bad boy,87520,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
iion Pty Ltd,Colombia,todo,87360,tt41983459,tvSeries,Comedy,B,,Not Available,serie,imdb,todo,,
TCL ADS - Springserve,Argentina,forest frenzy of boonie bears season 1,87040,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,1,
Vidaa  APAC Hisense Headquarter,Venezuela,sortilegio,86880,tt1439031,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,sortilegio,,
TCL ADs (APAC),Mexico,naruto shippuden temporada 2,86880,tt0988824,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,titulo,naruto shippuden,2,
OTTera.tv,Chile,e2. 'illegal' medicines,86560,,,,,,Not Available,serie,titulo,'illegal' medicines,,2
Televisa Univision via SpringServe,Mexico,la picara sonadora,85200,tt44772778,tvSeries,"Comedy,Romance",B,,Not Available,serie,imdb,la picara sonadora,,
Aluna Limited,Peru,grandes parejas,84160,,,,,,Not Available,serie,intra_titulo,Curro Jiménez,,
Televisa Univision via SpringServe,Peru,hotel del luna,83520,tt10220588,tvSeries,"Action,Comedy,Drama",A,fantasia,Not Available,serie,imdb,hotel del luna,,
OTTera.tv,Panama,robocar poli,82880,tt4763642,tvSeries,"Adventure,Animation,Comedy",B,,Not Available,serie,imdb,robocar poli,,
iion Pty Ltd,Argentina,milagro a la puerta,82560,tt38890824,tvMiniSeries,Drama,A,,Not Available,serie,imdb,milagro a la puerta,,
OTTera.tv,Honduras,continuum: trailer,82560,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
TCL ADs (APAC),Argentina,northwest passage: trailer,82560,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
Select Plus PTE LTD (CTV),Argentina,out on a limb,82400,tt0093688,tvMiniSeries,"Biography,Drama,Romance",B,,Not Available,serie,imdb,out on a limb,,
iion Pty Ltd,Chile,animacars season 2,81120,tt10051414,tvSeries,Animation,C,,Not Available,serie,titulo,animacars,2,
iion Pty Ltd,Chile,rob the ranger: season 2,80640,,,,,,Not Available,serie,titulo,rob the ranger,2,
iion Pty Ltd,Mexico,voyage%20of%20the%20continents%3a%20s1.%20voyage%20of%20the%20continents,80320,tt3696480,tvMiniSeries,"Documentary,History",A,drama,Not Available,serie,imdb,voyage%20of%20the%20continents%3a%20s1.%20voyage%20of%20the%20continents,,
iion Pty Ltd,Mexico,stingray naturescape,79840,,,,,,Not Available,serie,intra_titulo,WDBJ News,,
TCL ADS - Springserve,Mexico,om nom  season 1,79840,tt4643420,tvSeries,"Action,Adventure,Animation",C,,Not Available,serie,titulo,om nom,1,
OTTera.tv,Honduras,cain (part 1),78880,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
OTTera.tv,Argentina,highlights: watch & learn season 4,77760,,,,,,Not Available,serie,titulo,highlights: watch & learn,4,
Televisa Univision via SpringServe,Mexico,jesus,77520,tt0199232,tvMiniSeries,"Biography,Drama,History",B,,Not Available,serie,imdb,jesus,,
TCL ADS - Springserve,Argentina,kong kong land season 1,77440,tt21931976,tvSeries,Animation,C,,Not Available,serie,titulo,kong kong land,1,
iion Pty Ltd,Ecuador,rider,77120,tt4215810,movie,Thriller,D,,Not Available,serie,intra_titulo,rider,,
iion Pty Ltd,Mexico,sonic superstars season 1,76800,,,,,,Not Available,serie,titulo,sonic superstars,1,
Select Plus PTE LTD (CTV),Peru,andor: season 2 - official stealing the tie fighter clip,76640,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
TCL ADS - Springserve,Chile,inconsciente colectivo,76320,tt5040094,tvMiniSeries,Thriller,A,telenovela,Not Available,serie,imdb,inconsciente colectivo,,
TCL ADs (APAC),Mexico,gunnie season,76000,,,,,,Not Available,serie,titulo,gunnie season,,
Televisa Univision via SpringServe,Argentina,cops,75840,tt0096563,tvSeries,"Action,Crime,Reality-TV",B,documental,Not Available,serie,imdb,cops,,
Select Plus PTE LTD (CTV),Mexico,the story of bookworm gogo season 1,75840,tt32752622,tvSeries,Animation,C,,Not Available,serie,titulo,the story of bookworm gogo,1,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,clase 406,75360,tt0327274,tvSeries,"Comedy,Crime,Drama",A,telenovela,Not Available,serie,imdb,clase 406,,
TCL ADs (APAC),Argentina,mr.bean,75200,tt0096657,tvSeries,"Comedy,Family",B,,Not Available,serie,imdb,mr.bean,,
PML Digital,Chile,search party   season 3 official trailer   hbo max,75040,tt5460226,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,titulo,search party,3,
Vidaa,Chile,maria la del barrio,74720,tt0163464,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,maria la del barrio,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,luz clarita,74640,tt0211822,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,luz clarita,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,nosotros los guapos,74560,tt7112114,tvSeries,Comedy,A,,Not Available,serie,imdb,nosotros los guapos,,
TCL ADs (APAC),Mexico,dee dee- the apprentice sorceress season 1,73920,,,,,,Not Available,serie,titulo,dee dee- the apprentice sorceress,1,
OTTera.tv,Chile,e8. the american west,73920,tt3738872,tvMiniSeries,"Drama,History,Western",A,,Not Available,serie,titulo,the american west,,8
TCL ADS - Springserve,Argentina,piel salvaje  - s01e059,73920,tt4603738,tvSeries,"Drama,Romance",A,telenovela,{{CONTENT_SERIES}},serie,titulo,piel salvaje,1,59
iion Pty Ltd,Mexico,plum the super witch season 1,73760,tt21980616,video,"Animation,Short",C,,Not Available,serie,titulo,plum the super witch,1,
TCL ADs (APAC),Argentina,naruto temporada 8,73680,tt0409591,tvSeries,"Action,Adventure,Animation",B,,Not Available,serie,titulo,naruto,8,
"Seedtag Advertising, S.L. (ORTB)",Mexico,la rosa de guadalupe,73120,tt1192302,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la rosa de guadalupe,,
iion Pty Ltd,Chile,the baddest bad boy,71840,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
TCL ADs (APAC),Argentina,the adventures of danny & the dingo,71680,tt1302810,tvSeries,Sport,A,,Not Available,serie,imdb,the adventures of danny & the dingo,,
TCL ADs (APAC),Mexico,robocar poli,71680,tt4763642,tvSeries,"Adventure,Animation,Comedy",B,,Not Available,serie,imdb,robocar poli,,
Select Plus PTE LTD (CTV),Colombia,sonic superstars season 1,71680,,,,,,Not Available,serie,titulo,sonic superstars,1,
TCL ADs (APAC),Mexico,monster town season 1,70720,tt8561356,tvSeries,Animation,D,,Not Available,serie,titulo,monster town,1,
TCL ADS - Springserve,Mexico,rose garden,70400,tt0076172,movie,"Drama,Fantasy",D,,Not Available,serie,intra_titulo,Rose Garden,,
Televisa Univision via SpringServe,Mexico,monteverde,69440,tt37282378,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,monteverde,,
Televisa Univision via SpringServe,Mexico,la rosa de guadalupe,69360,tt1192302,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la rosa de guadalupe,,
Select Plus PTE LTD (CTV),Dominican Republic,breathe,69280,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
iion Pty Ltd,Chile,cosita rica,69120,tt0400992,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,cosita rica,,
OTTera.tv,Mexico,scarred,68960,tt2983900,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,scarred,,
Televisa Univision via SpringServe,Guatemala,amor real,68960,tt0341281,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,amor real,,
iion Pty Ltd,Colombia,hunterrr,68640,tt4333674,movie,"Comedy,Romance",C,,Not Available,serie,intra_titulo,Hunterrr,,
Vidaa,Nicaragua,la rosa de guadalupe,68560,tt1192302,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la rosa de guadalupe,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,el junior el mirrey de los capos,68400,tt28089744,tvSeries,Comedy,A,,Not Available,serie,imdb,el junior el mirrey de los capos,,
TCL ADS - Springserve,Mexico,northwest passage: trailer,68160,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
Aluna Limited,Peru,como dice el dicho,68000,tt1831897,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,como dice el dicho,,
Vidaa,Chile,gata salvaje,67840,tt0327759,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,gata salvaje,,
OTTera.tv,Mexico,quicksand,67360,tt7340738,tvMiniSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,quicksand,,
iion Pty Ltd,Mexico,vroomiz season 1,66400,tt3964988,tvSeries,"Adventure,Animation,Family",A,comedia,Not Available,serie,titulo,vroomiz,1,
TCL ADS - Springserve,Argentina,chicken stew season 4,65920,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,4,
iion Pty Ltd,Mexico,tiny trucks season 1,65440,tt7821952,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,tiny trucks,1,
OTTera.tv,Peru,chicken stew season 6,65440,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
Televisa Univision via SpringServe,Argentina,el vuelo de la victoria,65040,tt7102832,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,el vuelo de la victoria,,
OTTera.tv,Colombia,baby trucks season 1,64800,,,,,,Not Available,serie,titulo,baby trucks,1,
TCL ADS - Springserve,Mexico,notorious,64800,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
Select Plus PTE LTD (CTV),Peru,darwin and newts  season 1,64640,tt8713700,tvSeries,Animation,A,,Not Available,serie,titulo,darwin and newts,1,
NubaTV - SpringServe,Mexico,the sandman: season 2 - official date announcement teaser trailer,64480,tt1751634,tvSeries,"Drama,Fantasy,Horror",D,,Not Available,serie,titulo,the sandman,2,
OTTera.tv,Mexico,forest frenzy of boonie bears season 3,64480,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,3,
Select Plus PTE LTD (CTV),Peru,notorious: trailer,64320,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,la hacienda,63840,tt32881186,tvSeries,"Adventure,Drama,Romance",B,,Not Available,serie,imdb,la hacienda,,
Vidaa,Costa Rica,como dice el dicho,63680,tt1831897,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,como dice el dicho,,
OTTera.tv,Colombia,tiny trucks season 2,63520,tt7821952,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,tiny trucks,2,
TCL ADS - Springserve,Chile,wanted,63040,tt0289016,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,wanted,,
TCL ADS - Springserve,Argentina,wanted,62880,tt0289016,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,wanted,,
EXTE - Rich Audience (oRTB),Mexico,lo que la vida me robó capítulo 31,62720,tt3223004,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,titulo,lo que la vida me robó,,31
OTTera.tv,Honduras,caronte,62400,tt9204142,tvSeries,"Action,Adventure,Crime",B,,Not Available,serie,imdb,caronte,,
iion Pty Ltd,Chile,grudge talk,62240,tt31709881,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge talk,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,hotel del luna,62160,tt10220588,tvSeries,"Action,Comedy,Drama",A,fantasia,Not Available,serie,imdb,hotel del luna,,
TCL ADs (APAC),Argentina,do not disturb: lady boss in disguise!,61920,tt32332033,tvMiniSeries,Romance,A,,Not Available,serie,imdb,do not disturb: lady boss in disguise!,,
OTTera.tv,Costa Rica,ted the train season 1,61440,,,,,,Not Available,serie,titulo,ted the train,1,
iion Pty Ltd,Peru,one zeez season 1,61280,tt8561382,tvMiniSeries,"Animation,Family,Music",A,,Not Available,serie,titulo,one zeez,1,
Vidaa,Dominican Republic,destilando amor,61280,tt0940629,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,destilando amor,,
Televisa Univision via SpringServe,Costa Rica,dos mujeres un camino,61200,tt0222547,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,dos mujeres un camino,,
TCL ADs (APAC),Peru,andor: season 2 - official 'win' teaser trailer,61120,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
TCL ADs (APAC),Mexico,the smurfs,60960,tt29883471,tvMiniSeries,"Animation,Comedy,Family",B,,Not Available,serie,imdb,the smurfs,,
iion Pty Ltd,Argentina,notorious: trailer,60960,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
iion Pty Ltd,Chile,mondoyan season 1,60480,,,,,,Not Available,serie,titulo,mondoyan,1,
TCL ADS - Springserve,Chile,english teacher,60320,tt20782190,tvSeries,Comedy,B,,Not Available,serie,imdb,english teacher,,
TCL ADS - Springserve,Chile,tom's car wash season 1,60160,tt8464328,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,tom's car wash,1,
TCL ADS - Springserve,Argentina,future chicken - shorts season 1,60000,,,,,,Not Available,serie,titulo,future chicken - shorts,1,
TCL ADS - Springserve,Mexico,daily flash,59840,tt25357110,tvSeries,News,B,,Not Available,serie,imdb,daily flash,,
TCL ADs (APAC),Chile,barrytiger (english) season 1,59840,,,,,,Not Available,serie,titulo,barrytiger (english),1,
iion Pty Ltd,Argentina,chai chai season 1,59520,tt6443382,tvSeries,Animation,C,,Not Available,serie,titulo,chai chai,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,los heroes del norte,59200,tt1750695,tvSeries,"Comedy,Music,Romance",A,,Not Available,serie,imdb,los heroes del norte,,
OTTera.tv,Mexico,el peso del amor,59040,tt5189944,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,el peso del amor,,
iion Pty Ltd,Argentina,find the hidden object: season 15,58800,,,,,,Not Available,serie,titulo,find the hidden object,15,
OTTera.tv,Mexico,notorious: trailer,58720,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
TCL ADs (APAC),Chile,guilt,58560,tt9644058,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,imdb,guilt,,
OTTera.tv,Argentina,thrillbillies,57600,tt1500999,tvSeries,Sport,B,,VOD,serie,imdb,thrillbillies,,
TCL ADs (APAC),Chile,chicken stew season 2,57440,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,2,
iion Pty Ltd,Peru,robocar poli,56880,tt4763642,tvSeries,"Adventure,Animation,Comedy",B,,Not Available,serie,imdb,robocar poli,,
OTTera.tv,Mexico,car patrol season 1,56800,,,,,,Not Available,serie,titulo,car patrol,1,
iion Pty Ltd,Argentina,kukuli season 1,56640,tt8591252,tvSeries,"Animation,Comedy,Family",B,,Not Available,serie,titulo,kukuli,1,
TCL ADs (APAC),Argentina,hunter x hunter - temporada 2,56640,tt2098220,tvSeries,"Action,Adventure,Animation",B,,Not Available,serie,titulo,hunter x hunter,2,
Aluna Limited,Argentina,the adventures of danny & the dingo,56640,tt1302810,tvSeries,Sport,A,,Not Available,serie,imdb,the adventures of danny & the dingo,,
Xapads Media - CTV,Ecuador,drive thru history season 6,56400,tt1281983,tvSeries,"Documentary,Family,History",A,,Not Available,serie,titulo,drive thru history,6,
iion Pty Ltd,Mexico,babies in car city season 1,56320,tt7826976,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,babies in car city,1,
OTTera.tv,Chile,rose%20garden,56160,tt0076172,movie,"Drama,Fantasy",D,,Not Available,serie,intra_titulo,Rose Garden,,
iion Pty Ltd,Argentina,guilt,56000,tt9644058,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,imdb,guilt,,
iion Pty Ltd,Chile,something scary season 3,55840,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,3,
iion Pty Ltd,Argentina,jojo's bizarre adventure diamond is unbreakable,55680,tt2359704,tvSeries,"Action,Adventure,Animation",B,,Not Available,serie,imdb,jojo's bizarre adventure diamond is unbreakable,,
iion Pty Ltd,Mexico,babybus canciones infantiles - temporada 2,55680,,,,,,Not Available,serie,titulo,babybus canciones infantiles,2,
OTTera.tv,Peru,chicken stew season 7,55520,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,7,
Select Plus PTE LTD (CTV),Panama,rose garden,55200,tt0076172,movie,"Drama,Fantasy",D,,Not Available,serie,intra_titulo,Rose Garden,,
iion Pty Ltd,Bolivia,pacman,55040,tt0083461,tvSeries,"Action,Adventure,Animation",C,,Not Available,serie,intra_titulo,pacman,,
iion Pty Ltd,Argentina,bump,54720,tt13751472,tvSeries,"Comedy,Drama,Romance",B,,Not Available,serie,imdb,bump,,
TCL ADS - Springserve,Honduras,the adventures of danny & the dingo,53920,tt1302810,tvSeries,Sport,A,,Not Available,serie,imdb,the adventures of danny & the dingo,,
PML Digital,Argentina,pga tour,53760,,,,,,Not Available,serie,intra_titulo,PGA TOUR,,
TCL ADs (APAC),Mexico,andor: season 2 - official 'win' teaser trailer,53600,tt9253284,tvSeries,"Adventure,Drama,Fantasy",D,,Not Available,serie,titulo,andor,2,
Vidaa,Bolivia,para volver a amar,53360,tt1699171,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,para volver a amar,,
TCL ADs (APAC),Argentina,naruto shippuden temporada 6,53280,tt0988824,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,titulo,naruto shippuden,6,
TCL ADS - Springserve,Chile,amber the ambulance season 1,52960,tt7818362,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,amber the ambulance,1,
Vidaa,Nicaragua,el color de la pasion,52800,tt3571894,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,el color de la pasion,,
OTTera.tv,Chile,freefonix season 1,52800,tt0943642,tvSeries,"Animation,Family,Music",A,,Not Available,serie,titulo,freefonix,1,
OTTera.tv,Ecuador,chicken%20stew%20season%207,52640,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,imdb,chicken%20stew%20season%207,,
iion Pty Ltd,Chile,grudge talk,52480,tt31709881,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge talk,,
iion Pty Ltd,Colombia,cosita linda,52320,tt3452952,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,cosita linda,,
TCL ADs (APAC),Mexico,judas,52320,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Not Available,serie,imdb,judas,,
Vidaa,Peru,para volver a amar,52160,tt1699171,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,para volver a amar,,
TCL ADS - Springserve,Mexico,baby shark tv,52000,,,,,,Not Available,serie,intra_titulo,Bebefinn Playtime,,
OTTera.tv,Peru,chicken stew season 5,52000,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,5,
Select Plus PTE LTD (CTV),Honduras,judas,52000,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Not Available,serie,imdb,judas,,
OTTera.tv,Mexico,tiny trucks season 1,51840,tt7821952,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,tiny trucks,1,
iion Pty Ltd,Mexico,mr.bean,51680,tt0096657,tvSeries,"Comedy,Family",B,,Not Available,serie,imdb,mr.bean,,
