Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries_relleno,ser_detalle,ser_es,serie_propuesta
Vidaa,Mexico,jajaja,32057840,tt1452626,movie,"Comedy,Drama,Romance",A,,JAJAJA,IMDb movie Hahaha (tt1452626),serie,
TCL ADS - Springserve,Argentina,tour du faso,8699840,tt3502760,movie,Documentary,A,,Tour du Faso,IMDb movie Tour du Faso (tt3502760),pelicula,
"Coocaa, a SKYWORTH company",Argentina,surfing favela,8015680,tt0949774,movie,Documentary,A,,Action Documentaries,IMDb movie Surfing favela (tt0949774),pelicula,
"Coocaa, a SKYWORTH company",Argentina,adam jones,7962240,tt2503944,movie,"Comedy,Drama",A,,FMX Stars,IMDb movie Burnt (tt2503944),serie,
"Coocaa, a SKYWORTH company",Argentina,news,5945760,tt1604683,movie,"Crime,Documentary,News",B,,Euronews News,IMDb movie News (tt1604683),serie,
AWG Media,Mexico,santo en el museo de cera,1993520,tt0057471,movie,"Action,Horror,Mystery",A,,Modern Marvels,IMDb movie Santo in the Wax Museum (tt0057471),pelicula,
AWG Media,Mexico,una rosa sobre el ring,1779440,tt0323837,movie,"Action,Drama,Romance",A,,Modern Marvels,IMDb movie Una rosa sobre el ring (tt0323837),pelicula,
AWG Media,Mexico,guitarras lloren guitarras,1146560,tt0280716,movie,"Comedy,Drama,Musical",A,,Cold Case Files Classic,IMDb movie Guitarras lloren guitarras (tt0280716),pelicula,
Kivi via Springserve,Mexico,cuento de otoño,1115600,tt0137439,movie,"Comedy,Drama,Romance",A,,Cuento de Otoño,IMDb movie Autumn Tale (tt0137439),serie,
AWG Media,Mexico,death fighter,756960,tt3724490,movie,Action,B,,time2Rlx - Wildlife,IMDb movie Death Fighter (tt3724490),pelicula,
FreeTV via Springserve,Mexico,72 horas,736720,tt1458175,movie,"Action,Crime,Drama",B,,La Cacería,IMDb movie The Next Three Days (tt1458175),pelicula,
AWG Media,Mexico,asalto bancario,500800,tt0393056,movie,Action,A,,Investigative Reports,IMDb movie Asalto bancario (tt0393056),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,dos tenorios de barrio,450320,tt0176665,movie,"Comedy,Romance",A,,burden of truth,IMDb movie Dos tenorios de barrio (tt0176665),pelicula,
OTTera.tv,Argentina,origine inconnue,410640,tt4575328,movie,"Action,Sci-Fi,Thriller",A,,Origine Inconnue,IMDb movie 2036 Origin Unknown (tt4575328),serie,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,preso,381520,tt4132746,movie,"Biography,Documentary,Drama",B,,Bitten,IMDb movie Preso (tt4132746),pelicula,
FreeTV via Springserve,Mexico,piloto,352480,tt31593809,movie,"Action,Drama,Family",B,,Hell on Wheels,IMDb movie Biker (tt31593809),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,locos en brooklyn,294000,tt1294970,movie,"Comedy,Drama",A,,The Good Doctor,IMDb movie The Angriest Man in Brooklyn (tt1294970),pelicula,
AWG Media,Mexico,una especie de familia,276000,tt6386168,movie,"Crime,Drama,Thriller",A,,Bitten,IMDb movie A Sort of Family (tt6386168),pelicula,
AWG Media,Mexico,al borde del abismo,274160,tt0038355,movie,"Crime,Drama,Film-Noir",B,,Bitten,IMDb movie The Big Sleep (tt0038355),pelicula,
AWG Media,Mexico,acoso,263040,tt0109635,movie,"Drama,Thriller",B,,Bitten,IMDb movie Disclosure (tt0109635),pelicula,
FUNKE Digital GmbH | Publica,Mexico,new,261120,tt0376003,movie,"Comedy,Drama,Musical",B,,NEW,IMDb movie New (tt0376003),pelicula,
Scripps - FreeWheel,Puerto Rico,brothers+keeper,219040,tt1748016,movie,Drama,B,,Chicago PD,IMDb movie Brother's Keeper (tt1748016),pelicula,
Scripps - FreeWheel,Puerto Rico,protege,217600,tt0841150,movie,"Crime,Drama,Thriller",B,,FBI,IMDb movie Protégé (tt0841150),pelicula,
Connekt Media (oRTB CTV),Mexico,the reunion,211440,tt1792543,movie,"Action,Drama",B,,Pastewka,IMDb movie The Reunion (tt1792543),pelicula,
Scripps - FreeWheel,Puerto Rico,one+night+stand,204480,tt0027043,movie,"Crime,Musical,Romance",B,,FBI,IMDb movie Stolen Harmony (tt0027043),pelicula,
Scripps - FreeWheel,Puerto Rico,phantom,203040,tt2397541,movie,"Action,Crime,Drama",B,,FBI,IMDb movie Phantom (tt2397541),pelicula,
Scripps - FreeWheel,Puerto Rico,money+for+nothing,196000,tt0107594,movie,"Comedy,Crime,Drama",B,,FBI,IMDb movie Money for Nothing (tt0107594),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,charlotte,195200,tt5806814,movie,"Animation,Biography,Drama",B,,United Dates of America,IMDb movie Charlotte (tt5806814),pelicula,
Scripps - FreeWheel,Puerto Rico,descent,190720,tt0463027,movie,"Drama,Thriller",B,,FBI,IMDb movie Descent (tt0463027),pelicula,
Scripps - FreeWheel,Puerto Rico,breakdown,189920,tt0118771,movie,"Action,Crime,Drama",B,,FBI,IMDb movie Breakdown (tt0118771),pelicula,
Scripps - FreeWheel,Puerto Rico,behind+the+veil,187680,tt2248028,movie,"Drama,Romance",B,,FBI,IMDb movie Thattathin Marayathu (tt2248028),pelicula,
Scripps - FreeWheel,Puerto Rico,redoubt,183200,tt35456230,movie,Drama,B,,FBI,IMDb movie Redoubt (tt35456230),pelicula,
LG Ads EMEA - SS,Colombia,providence,181760,tt6060392,movie,"Drama,History,Romance",B,,Citas de Estados Unidos,IMDb movie Providence Island (tt6060392),pelicula,
Playworks (SpringServe),Mexico,ballbreaker,172480,tt9063582,movie,Action,A,,BallBreaker,IMDb movie Ballbreaker (tt9063582),pelicula,
Scripps - FreeWheel,Puerto Rico,cops+and+robbers,170240,tt0069919,movie,"Comedy,Crime",B,,FBI,IMDb movie Cops and Robbers (tt0069919),pelicula,
Scripps - FreeWheel,Puerto Rico,unearth,168480,tt5532280,movie,"Drama,Horror",B,,FBI,IMDb movie Unearth (tt5532280),pelicula,
Scripps - FreeWheel,Puerto Rico,best+laid+plans,163200,tt0133412,movie,"Crime,Drama,Thriller",B,,FBI,IMDb movie Best Laid Plans (tt0133412),pelicula,
Scripps - FreeWheel,Puerto Rico,monumental,162560,tt2784020,movie,"Action,Drama",B,,FBI,IMDb movie Monumental (tt2784020),pelicula,
FUNKE Digital GmbH | Publica,Mexico,carrera contra el tiempo,160080,tt3488328,movie,"Action,Crime,Thriller",B,,POUND OF FLESH (ESP),IMDb movie Pound of Flesh (tt3488328),pelicula,
Scripps - FreeWheel,Puerto Rico,informant,159200,tt21391242,movie,"Action,Crime,Drama",B,,Chicago PD,IMDb movie Confidential Informant (tt21391242),pelicula,
FUNKE Digital GmbH | Publica,Mexico,lukas,155760,tt7816392,movie,"Action,Drama,Thriller",B,,LUKAS (LAS),IMDb movie The Bouncer (tt7816392),pelicula,
Scripps - FreeWheel,Puerto Rico,crossfire,153280,tt1815708,movie,"Action,Crime,Drama",B,,FBI,IMDb movie Freelancers (tt1815708),pelicula,
Scripps - FreeWheel,Puerto Rico,sacrifice,152640,tt1185442,movie,"Action,Crime,Drama",B,,FBI,IMDb movie Kurbaan (tt1185442),pelicula,
Scripps - FreeWheel,Puerto Rico,the+lies+we+tell,152160,tt15089844,movie,"Crime,Drama,Mystery",B,,FBI,IMDb movie The Lies We Tell (tt15089844),pelicula,
Scripps - FreeWheel,Puerto Rico,breaking+point,148960,tt0948547,movie,"Crime,Drama",B,,Chicago PD,IMDb movie Winged Creatures (tt0948547),pelicula,
Scripps - FreeWheel,Puerto Rico,profiles,148480,tt5796478,movie,"Drama,Romance",B,,Chicago PD,IMDb movie Profiles (tt5796478),pelicula,
Scripps - FreeWheel,Puerto Rico,prime+cut,147200,tt0069121,movie,"Action,Crime,Drama",B,,NCIS,IMDb movie Prime Cut (tt0069121),pelicula,
Scripps - FreeWheel,Puerto Rico,no+regrets,147200,tt0290015,movie,"Comedy,Drama,Romance",B,,Chicago PD,IMDb movie No Regrets (tt0290015),pelicula,
Scripps - FreeWheel,Puerto Rico,true+or+false,146560,tt33640184,movie,Drama,B,,Chicago PD,IMDb movie True or False (tt33640184),pelicula,
Kidoodle OpenWrap OTT,Mexico,insert coin,146000,tt11916218,movie,Documentary,B,,Pocoyo,IMDb movie Insert Coin (tt11916218),pelicula,
FreeTV via Springserve,Mexico,formula,142080,tt0080754,movie,"Crime,Thriller",B,sci-fi,El Archivista,IMDb movie The Formula (tt0080754),pelicula,
Scripps - FreeWheel,Puerto Rico,compromised,139360,tt36431370,movie,Crime,B,,FBI,IMDb movie Compromised (tt36431370),pelicula,
Scripps - FreeWheel,Puerto Rico,scar+tissue,137440,tt0073205,movie,"Crime,Thriller",B,drama,FBI,IMDb movie Wanted: Babysitter (tt0073205),pelicula,
Scripps - FreeWheel,Puerto Rico,family+first,136000,tt15830650,movie,"Action,Crime,Drama",B,,FBI,IMDb movie Family First (tt15830650),pelicula,
Scripps - FreeWheel,Puerto Rico,the+missing+piece,135520,tt5574092,movie,Drama,B,,Chicago Fire,IMDb movie The Missing Piece (tt5574092),pelicula,
Scripps - FreeWheel,Puerto Rico,payback,135040,tt0120784,movie,"Action,Crime,Drama",B,,SWAT,IMDb movie Payback (tt0120784),pelicula,
Scripps - FreeWheel,Puerto Rico,the+center+of+the+universe,134080,tt1754604,movie,"Biography,Drama,Thriller",B,,Chicago Fire,IMDb movie The Center of the Universe (tt1754604),pelicula,
Scripps - FreeWheel,Puerto Rico,inheritance,132960,tt39289381,movie,"Crime,Drama",B,,SWAT,IMDb movie Inheritance (tt39289381),pelicula,
Scripps - FreeWheel,Puerto Rico,bad+boys,131520,tt0085210,movie,"Crime,Drama,Thriller",B,,Chicago PD,IMDb movie Bad Boys (tt0085210),pelicula,
