Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentGenre_relleno,gen_declarados,gen_detalle,gen_propuesta
OTTera.tv,Mexico,yoyo season 1,355200,tt0059934,movie,"Comedy,Drama,Family",B,,Adventure,aventura,"accion-aventura!=comedia,drama,infantil-familia","comedia,drama,infantil-familia"
AWG Media,Mexico,rancho esperanza,352400,tt5244812,movie,Family,A,,Western,western,western!=infantil-familia,infantil-familia
OTTera.tv,Mexico,bugsted season 1,344960,tt3228062,tvMiniSeries,Comedy,A,,Action,accion,accion-aventura!=comedia,comedia
Sparteo CTV (Publica),Mexico,vix,324960,tt29704967,movie,"Action,Drama,Horror",B,,News,noticias,"noticias!=accion-aventura,drama,terror","accion,drama,terror"
iion Pty Ltd,Mexico,white wedding,304960,tt0097995,movie,"Drama,Romance",B,,Action,accion,"accion-aventura!=drama,romance","drama,romance"
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,vecinos,301920,tt0011508,short,"Comedy,Romance,Short",B,,News,noticias,"noticias!=comedia,romance","comedia,romance"
FUNKE Digital GmbH | Publica,Mexico,lucha por la libertad,270960,tt1124037,movie,"Action,Biography,Drama",B,,Horror,terror,"terror!=accion-aventura,documental,drama","accion,documental,drama"
OTTera.tv,Argentina,bienvenida,255600,tt15085184,video,"Animation,Music,Short",B,,thriller,thriller,"crimen-misterio!=animacion,musica","animacion,musica"
TCL ADS - Springserve,Mexico,tom's car wash season 1,243840,tt8464328,tvSeries,"Animation,Family",A,,adventure,aventura,"accion-aventura!=animacion,infantil-familia","animacion,infantil-familia"
Televisa Univision via SpringServe,Mexico,lo que la vida me robo,240480,tt3223004,tvSeries,"Drama,Romance",A,telenovela,news,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
Televisa Univision via SpringServe,Mexico,rebelde,222000,tt14153686,tvSeries,"Comedy,Drama,Music",B,infantil-familia,news,noticias,"noticias!=comedia,drama,infantil-familia,musica","comedia,drama,musica,infantil-familia"
OTTera.tv,Mexico,the rvers: s1. the rvers,216480,tt9145184,tvSeries,Documentary,A,,"travel,tv series,adventure,lifestyle & culture",viajes;aventura;lifestyle,accion-aventura!=documental,"viajes,lifestyle,documental"
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,despierta,215360,tt4248126,short,"Horror,Short,Thriller",B,,news,noticias,"noticias!=crimen-misterio,terror","terror,thriller"
