Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentGenre,gen_declarados,gen_detalle,gen_propuesta
Televisa Univision via SpringServe,Mexico,esta historia me suena,50160,tt10540362,tvSeries,Drama,A,,news,noticias,noticias!=drama,drama
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,triunfo del amor,49760,tt1743281,tvSeries,"Drama,Romance,Thriller",A,telenovela,news,noticias,"noticias!=crimen-misterio,drama,romance,telenovela","drama,romance,thriller,telenovela"
TCL ADS - Springserve,Argentina,askari: trailer,49200,tt0284769,movie,"Drama,Family",B,,Adventure,aventura,"accion-aventura!=drama,infantil-familia","drama,infantil-familia"
TCL ADS - Springserve,Argentina,confessions of a hitman: the john childs story,49200,tt4764470,movie,Crime,A,,Documentary,documental,documental!=crimen-misterio,crimen
TCL ADS - Springserve,Argentina,pets to the rescue: trailer,48720,tt0277954,movie,"Comedy,Family",A,,Adventure,aventura,"accion-aventura!=comedia,infantil-familia","comedia,infantil-familia"
TCL ADS - Springserve,Argentina,orthodox,48480,tt2781406,movie,"Crime,Drama",B,,Documentary,documental,"documental!=crimen-misterio,drama","crimen,drama"
Televisa Univision via SpringServe,Mexico,una familia con suerte,48240,tt1853455,tvSeries,"Comedy,Drama,Family",A,telenovela,news,noticias,"noticias!=comedia,drama,infantil-familia,telenovela","comedia,drama,infantil-familia,telenovela"
OTTera.tv,Argentina,lola and virginia-ep01-onion trick,48240,tt1166121,tvSeries,"Animation,Family",A,comedia,"films&tvshows,tv series,drama,romance,youth",pelicula (generico);drama;romance,"drama!=animacion,comedia,infantil-familia","pelicula (generico),romance,animacion,infantil-familia,comedia"
OTTera.tv,Colombia,mustard pancakes episode 5 : a suitcase for mr. d,48000,tt0433725,tvSeries,Family,A,,"films&tvshows,tv series,adventure,fantasy,animation/cartoon",pelicula (generico);aventura;fantasia;animacion,accion-aventura!=infantil-familia,"pelicula (generico),fantasia,animacion,infantil-familia"
Connekt Media (oRTB CTV),Mexico,tempestad,47520,tt3800560,movie,Documentary,B,,acción,accion,accion-aventura!=documental,documental
Televisa Univision via SpringServe,Mexico,la que no podia amar,47280,tt2012381,tvSeries,"Drama,Romance",A,telenovela,news,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
TCL ADS - Springserve,Argentina,boosters la,45600,tt6095406,movie,Comedy,A,,Action,accion,accion-aventura!=comedia,comedia
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,alien intervention,44720,tt15076688,movie,Sci-Fi,A,,Thriller,thriller,crimen-misterio!=sci-fi,sci-fi
OTTera.tv,Argentina,a poucos passos de paris,44400,tt6194704,movie,Comedy,A,,Drama,drama,drama!=comedia,comedia
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,el gran robo,44000,tt1935194,movie,"Action,Adventure,Crime",B,,comedy,comedia,"comedia!=accion-aventura,crimen-misterio","accion,crimen"
TCL ADS - Springserve,Argentina,tacada de mestre,43920,tt5190578,movie,"Family,Sport",A,,Drama,drama,"drama!=deportes,infantil-familia","infantil-familia,deportes"
TCL ADS - Springserve,Argentina,the occult: the truth behind the word trailer,42960,tt1863426,movie,Documentary,A,,Sci-Fi,sci-fi,sci-fi!=documental,documental
TCL ADS - Springserve,Argentina,top ten unsolved alien abductions,42720,tt31445132,video,Documentary,A,,Sci-Fi,sci-fi,sci-fi!=documental,documental
TCL ADS - Springserve,Argentina,alien implants: evidence of ufo abductions and encounters trailer,42720,tt27845272,video,Documentary,A,,Sci-Fi,sci-fi,sci-fi!=documental,documental
OTTera.tv,Argentina,calais children: a case to answer,42480,tt7710476,movie,Documentary,A,,"reality tv,kids",reality;infantil-familia,infantil-familia!=documental,"reality,documental"
TCL ADS - Springserve,Argentina,aliens from outer space: ufo landings. crashes and retrievals trailer,42240,tt31456244,video,Documentary,A,,Sci-Fi,sci-fi,sci-fi!=documental,documental
TCL ADS - Springserve,Argentina,children of isis,41520,tt5585972,tvMovie,Documentary,A,,"reality tv,kids",reality;infantil-familia,infantil-familia!=documental,"reality,documental"
TCL ADS - Springserve,Argentina,aliens within: the inner journey trailer,41040,tt31456319,video,Documentary,A,,Sci-Fi,sci-fi,sci-fi!=documental,documental
OTTera.tv,Argentina,darwin and newts ep10-nocturnal animals,40800,tt8713700,tvSeries,Animation,A,,"nature,kids education,tv series,adventure",documental;aventura,documental!=animacion;accion-aventura!=animacion,animacion
FUNKE Digital GmbH | Publica,Peru,what were they thinking?,40320,tt2786840,tvSeries,News,A,,Comedy,comedia,comedia!=noticias,noticias
OTTera.tv,Argentina,swami ayyappan,38880,tt2335908,movie,"Action,Adventure,Animation",B,,"faith & family,entertainment,religion,biography,feature film",religion;infantil-familia;entretenimiento;documental,"documental!=accion-aventura,animacion","religion,infantil-familia,entretenimiento,accion,animacion"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,monkey business,37600,tt0022158,movie,"Comedy,Family,Musical",B,,aventura,aventura,"accion-aventura!=comedia,infantil-familia,musica","comedia,infantil-familia,musica"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,amor sin condición,35200,tt6173488,tvMovie,"Drama,Mystery,Romance",A,,family,infantil-familia,"infantil-familia!=crimen-misterio,drama,romance","drama,misterio,romance"
OTTera.tv,Argentina,freefonix-ep02-love stinks,35040,tt0943642,tvSeries,"Animation,Family,Music",A,,"films&tvshows,tv series,entertainment,romance",pelicula (generico);entretenimiento;romance,"romance!=animacion,infantil-familia,musica","pelicula (generico),entretenimiento,animacion,infantil-familia,musica"
EXTE - Rich Audience (oRTB),Mexico,entre piernas,32480,tt2913398,video,Drama,B,,comedy,comedia,comedia!=drama,drama
TCL ADS - Springserve,Argentina,nosey,31920,tt7945374,short,"Comedy,Short,Thriller",B,,"reality tv,music",reality;musica,"reality!=comedia,crimen-misterio;musica!=comedia,crimen-misterio","comedia,thriller"
