Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentGenre_relleno,gen_declarados,gen_detalle,gen_propuesta
TCL ADS - Springserve,Argentina,never give up,190320,tt19636694,movie,"Family,Sport",B,,Drama,drama,"drama!=deportes,infantil-familia","infantil-familia,deportes"
OTTera.tv,Argentina,in the sea of grace,190080,tt33256421,movie,Family,A,,Drama,drama,drama!=infantil-familia,infantil-familia
OTTera.tv,Argentina,mandíbulas letales,185760,tt4416518,movie,Horror,A,accion-aventura,Documentary,documental,"documental!=accion-aventura,terror","terror,accion-aventura"
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,telehit,176800,tt0471063,tvSeries,Music,A,,News,noticias,noticias!=musica,musica
Televisa Univision via SpringServe,Mexico,para volver a amar,152640,tt1699171,tvSeries,Drama,A,telenovela,News,noticias,"noticias!=drama,telenovela","drama,telenovela"
Televisa Univision via SpringServe,Mexico,jajaja,148480,tt1452626,movie,"Comedy,Drama,Romance",A,,Sports,deportes,"deportes!=comedia,drama,romance","comedia,drama,romance"
iion Pty Ltd,Mexico,made in hollywood,143360,tt0911896,tvSeries,"Documentary,Talk-Show",B,,"entertainment,comedy",entretenimiento;comedia,"comedia!=documental,talk show","entretenimiento,documental,talk show"
Vidaa,Mexico,el fuego inolvidable,141520,tt2206058,movie,Drama,A,,Sports,deportes,deportes!=drama,drama
TCL ADS - Springserve,Argentina,shoelaces for christmas,137040,tt9134798,tvMovie,"Drama,Family,Romance",A,,Adventure,aventura,"accion-aventura!=drama,infantil-familia,romance","drama,infantil-familia,romance"
TCL ADS - Springserve,Argentina,my best friend's christmas,135360,tt11230402,tvMovie,"Comedy,Drama,Romance",A,,Adventure,aventura,"accion-aventura!=comedia,drama,romance","comedia,drama,romance"
TCL ADS - Springserve,Argentina,just us,134400,tt0305713,tvSeries,Family,B,,Drama,drama,drama!=infantil-familia,infantil-familia
TCL ADS - Springserve,Argentina,judas,133440,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Sci-Fi,sci-fi,"sci-fi!=crimen-misterio,documental,drama","documental,crimen,drama"
OTTera.tv,Argentina,a husband for christmas,133200,tt6111830,tvMovie,"Comedy,Drama,Romance",B,,Adventure,aventura,"accion-aventura!=comedia,drama,romance","comedia,drama,romance"
TCL ADS - Springserve,Argentina,the christmas gift,132480,tt5239710,tvMovie,"Drama,Family,Romance",B,,Adventure,aventura,"accion-aventura!=drama,infantil-familia,romance","drama,infantil-familia,romance"
OTTera.tv,Argentina,entanglement,131520,tt3534294,movie,"Comedy,Drama,Romance",B,,Action,accion,"accion-aventura!=comedia,drama,romance","comedia,drama,romance"
TCL ADS - Springserve,Argentina,all about christmas eve,131040,tt2444354,tvMovie,"Comedy,Romance",A,,Adventure,aventura,"accion-aventura!=comedia,romance","comedia,romance"
TCL ADS - Springserve,Argentina,grapes on a vine,130560,tt1094297,movie,Drama,A,,Action,accion,accion-aventura!=drama,drama
TCL ADS - Springserve,Argentina,a royal christmas ball,130080,tt7605144,tvMovie,"Drama,Romance",A,,Adventure,aventura,"accion-aventura!=drama,romance","drama,romance"
OTTera.tv,Argentina,strip off,129600,tt19401064,movie,Comedy,A,,Drama,drama,drama!=comedia,comedia
Vidaa,Mexico,dos aguas,126080,tt3603694,movie,Drama,A,,Sports,deportes,deportes!=drama,drama
Televisa Univision via SpringServe,Mexico,como dice el dicho,125760,tt1831897,tvSeries,"Comedy,Drama",A,telenovela,News,noticias,"noticias!=comedia,drama,telenovela","comedia,drama,telenovela"
OTTera.tv,Argentina,i killed solomon reid,120960,tt19393172,tvMiniSeries,Drama,A,,Documentary,documental,documental!=drama,drama
Televisa Univision via SpringServe,Mexico,amores verdaderos,117840,tt2320524,tvSeries,"Drama,Romance",A,telenovela,News,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
Televisa Univision via SpringServe,Mexico,teresa,115920,tt1705090,tvSeries,"Drama,Romance",B,telenovela,News,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
Equativ (Formerly SMART AdServer) - oRTB CTV,Colombia,el hijo pródigo,115840,tt0085211,movie,"Action,Comedy",B,,drama,drama,"drama!=accion-aventura,comedia","accion,comedia"
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,sortilegio,109280,tt1439031,tvSeries,"Drama,Romance",B,telenovela,news,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
OTTera.tv,Argentina,natacha. la pelicula,106560,tt7658600,movie,Family,A,,Adventure,aventura,accion-aventura!=infantil-familia,infantil-familia
Televisa Univision via SpringServe,Mexico,nosotros los guapos,101520,tt7112114,tvSeries,Comedy,A,,News,noticias,noticias!=comedia,comedia
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,amor de peluche,94720,tt1157600,movie,Family,A,,Adventure,aventura,accion-aventura!=infantil-familia,infantil-familia
TCL ADS - Springserve,Argentina,love lust and money,92880,tt13582202,movie,Drama,A,,Action,accion,accion-aventura!=drama,drama
FUNKE Digital GmbH | Publica,Mexico,amazonas legendarias,89760,tt2106514,movie,Action,A,,Horror,terror,terror!=accion-aventura,accion
EXTE - Rich Audience (oRTB),Mexico,damage,87040,tt0104237,movie,"Drama,Romance",B,,Action,accion,"accion-aventura!=drama,romance","drama,romance"
Select Plus PTE LTD (CTV),Mexico,favorite son,85920,tt13891980,movie,Drama,B,,family,infantil-familia,infantil-familia!=drama,drama
Televisa Univision via SpringServe,Mexico,pequenos gigantes,84000,tt1945875,tvSeries,"Family,Music,Reality-TV",B,,News,noticias,"noticias!=infantil-familia,musica,reality","infantil-familia,musica,reality"
Connatix,Chile,fire with fire,81520,tt16898440,movie,Horror,B,,Drama,drama,drama!=terror,terror
Vidaa,Mexico,no soy un asesino,79120,tt8271188,movie,"Crime,Thriller",A,,Western,western,western!=crimen-misterio,crimen
LG Ads EMEA - SS,Mexico,north hollywood,78880,tt11165716,movie,"Comedy,Drama,Sport",B,,Adventure,aventura,"accion-aventura!=comedia,deportes,drama","comedia,drama,deportes"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,código de honra,76320,tt4060866,movie,"Action,Crime,Thriller",B,drama,biography,documental,"documental!=accion-aventura,crimen-misterio,drama","accion,crimen,drama"
Televisa Univision via SpringServe,Mexico,una familia de diez,75600,tt0996011,tvSeries,"Comedy,Family,Romance",A,,News,noticias,"noticias!=comedia,infantil-familia,romance","comedia,infantil-familia,romance"
Canela Media via Springserve,Mexico,simón dice,73760,tt8777518,tvSeries,Comedy,B,,Horror,terror,terror!=comedia,comedia
Select Plus PTE LTD (CTV),Mexico,vampirina: teenage vampire,73440,tt34385400,tvSeries,"Adventure,Comedy,Family",A,,music,musica,"musica!=accion-aventura,comedia,infantil-familia","aventura,comedia,infantil-familia"
Select Plus PTE LTD (CTV),Mexico,electric bloom,73280,tt32252675,tvSeries,"Comedy,Drama,Family",A,,music,musica,"musica!=comedia,drama,infantil-familia","comedia,drama,infantil-familia"
AWG Media,Mexico,un largo y doloroso camino,70000,tt0437447,movie,Drama,A,,Adventure,aventura,accion-aventura!=drama,drama
Televisa Univision via SpringServe,Mexico,la fuerza del destino,69840,tt0118055,movie,"Drama,Romance",B,,news,noticias,"noticias!=drama,romance","drama,romance"
Select Plus PTE LTD (CTV),Argentina,al filo del mañana,64320,tt1631867,movie,"Action,Adventure,Sci-Fi",A,,drama,drama,"drama!=accion-aventura,sci-fi","accion,sci-fi"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,splat!,63360,tt0327940,movie,Action,B,,family,infantil-familia,infantil-familia!=accion-aventura,accion
TCL ADS - Springserve,Argentina,the feared - irish gangsters,62640,tt12920668,movie,Documentary,A,,Crime,crimen,crimen-misterio!=documental,documental
TCL ADS - Springserve,Argentina,divorce: a journey through the kids' eyes trailer,61920,tt2547332,movie,Documentary,A,,"infotainment,education,family,kids",educacion;infantil-familia,infantil-familia!=documental,"educacion,documental"
Select Plus PTE LTD (CTV),Argentina,like dandelion dust,61600,tt0981042,movie,Drama,A,,family,infantil-familia,infantil-familia!=drama,drama
Connekt Media (oRTB CTV),Mexico,sade,60480,tt0023369,movie,Drama,B,,acción,accion,accion-aventura!=drama,drama
Select Plus PTE LTD (CTV),Argentina,the motherload,60320,tt40935136,movie,"Comedy,Drama,History",B,,war,belico,"accion-aventura!=comedia,documental,drama","comedia,drama,documental"
TCL ADS - Springserve,Argentina,pets to the rescue,60240,tt0277954,movie,"Comedy,Family",A,,Adventure,aventura,"accion-aventura!=comedia,infantil-familia","comedia,infantil-familia"
Select Plus PTE LTD (CTV),Mexico,my dog tulip,60160,tt0843358,movie,"Animation,Drama",A,,comedy,comedia,"comedia!=animacion,drama","animacion,drama"
TCL ADS - Springserve,Chile,the ambassador,59840,tt0086884,movie,"Action,Drama,Thriller",B,,Documentary,documental,"documental!=accion-aventura,crimen-misterio,drama","accion,drama,thriller"
Select Plus PTE LTD (CTV),Argentina,off screen,59520,tt0414200,movie,"Crime,Drama,Thriller",B,,fantasy,fantasia,"fantasia!=crimen-misterio,drama","crimen,drama"
TCL ADS - Springserve,Argentina,askari: trailer,59040,tt0284769,movie,"Drama,Family",B,,Adventure,aventura,"accion-aventura!=drama,infantil-familia","drama,infantil-familia"
Select Plus PTE LTD (CTV),Argentina,every time i die,59040,tt20751668,movie,Documentary,B,,drama,drama,drama!=documental,documental
Select Plus PTE LTD (CTV),Argentina,strange nature,58880,tt3113836,movie,"Drama,Horror,Mystery",A,,fantasy,fantasia,"fantasia!=crimen-misterio,drama,terror","drama,terror,misterio"
TCL ADs (APAC),Argentina,goombay kids season 2,58800,tt12551800,tvSeries,Family,A,,adventure,aventura,accion-aventura!=infantil-familia,infantil-familia
Select Plus PTE LTD (CTV),Argentina,partida,58560,tt29929273,movie,Drama,B,,kids,infantil-familia,infantil-familia!=drama,drama
Select Plus PTE LTD (CTV),Mexico,the incredible mrs. ritchie,58400,tt0296682,tvMovie,Drama,A,,family,infantil-familia,infantil-familia!=drama,drama
Select Plus PTE LTD (CTV),Argentina,the confidant,58240,tt1449394,movie,Thriller,B,,comedy,comedia,comedia!=crimen-misterio,thriller
FUNKE Digital GmbH | Publica,Mexico,el último vikingo,57840,tt0054423,movie,"Action,Adventure,War",B,,Horror,terror,terror!=accion-aventura,accion
Sony Pictures LATAM,Mexico,en un lugar del corazón,57680,tt0087921,movie,Drama,A,,Adventure,aventura,accion-aventura!=drama,drama
Select Plus PTE LTD (CTV),Mexico,snake woman,57440,tt2350778,video,Horror,B,,fantasy,fantasia,fantasia!=terror,terror
OTTera.tv,Argentina,orthodox,57360,tt2781406,movie,"Crime,Drama",B,,Documentary,documental,"documental!=crimen-misterio,drama","crimen,drama"
AWG Media,Mexico,dos mujeres un camino,57280,tt0222547,tvSeries,Drama,A,telenovela,music,musica,"musica!=drama,telenovela","drama,telenovela"
